,texts,track
1689,"b""Lyme disease is carried by the Lyme bacteria. The ability of Lyme to adapt to its different hosts environments has made this disease difficult to treat and detect. Our project, uses this ability to specifically target Lyme when it is found in Ticks. Our construct expresses three proteins: OspA, which binds to the tick's TROSPA in the gut and prevents Lyme infection, Wolbachia Surface Protein, which allows for vertical transmission of the Live Vaccine bacteria and it also tempers the insects immune system, and GFP, which is used as an indicator protein. The construct is transfected in DH5Alpha E. Coli and it is tested in Drosophila (to check for vertical transmission) before being inserted into ticks. Since Lyme disease is not the only vector-born disease originated in insects, this Live Vaccine can be used for other diseases such as West Nile Virus, Dengue, Malaria, Yellow Fever etc.""",['High School']
1690,"b""The celiac disease affects 1 in 265 people worldwide and 15% of population in Chile. This in an irreversible autoimmune disease in which due to the presence of genes HLA DQ2 or HLA DQ8 in those affected, the consumption of foods containing gluten (all fods derived from wheat, barley, rye, etc.) cause an inflammation in small intestine causing multiple effects in the organism (diarrhea, constipation, porr absorption, among others) significantly affecting their quatily of life. Whereas the majority of the world food contains gluten, we propose a treatment for those who can't eat gluten, and can do so without problems. In detail, our project involves a system able to degrade gluten via the enzyme KumaMax and report the operation simultaneously with a red fluorescent protein. The foregoing, works in a genetically modified E. coli bacteria. With this project, in long run, we hope to improve the quality of life of all those reported with celiac disease. People who suffer from gluten intolerance have an adverse reaction to gluten proteins found in wheat, barley, and rye products.""",['High School']
1691,"b'Encinitas is home to two fabulous natural aquatic habitats, Bataquitos Lagoon and San Elijo Lagoon. As with many coastal habitats contamination is an issue. Our project involves the design of a biological tool that is capable of detecting heavy metal waste in the waters of our local community. Our bacteria are designed to detect levels of heavy metals, specifically copper in aqueous systems using either the regulation mechanism for CopA and CusC genes. These two genes are normally up-regulated in the presence of aqueous copper ions. So, by replacing these genes with gfp, in response, our bacteria will glow green. This will be detected by a our hand-built, programmed computer linked optical microscope. We will be quantitatively comparing the luminescence levels against standards and negative control, and will be collecting the samples from our local estuaries and aquatic reserves.'",['High School']
1692,"b'Aiming at making drug delivering more accurate and efficient, we constructed a switch-like system called ""Switchgen"". Our system is designed to release a fused protein to deliver an effector protein to the targeted cells on which a certain surface antigen is detected in the way of binding the specific antibody connected to the fused protein. The specific binding and the short range activating allow our system to perform a high quality of delivering as we expected. We purposed to use FRET to verify if our idea could be put into practice and believed that we will achieve impressive results. The value of our project is at the same time demonstrated in its variety. With different effector protein linked to the fused protein, it provides us with infinite choices: to relieve pain, to massacre cancerous cells, to activate downstream reactions venturing a promising thinking in medication.'",['High School']
1693,"b'With increased agriculture activities around the world, it becomes a common practice to use pesticides to manage pest problem. Runoff can carry field pesticide into aquatic environment while wind can carry them to other fields, potentially affecting other species. Over time, repeated application increases pest resistance and facilitate the pest resurgence. Further, especially in China, toxic pesticide residues on green vegetable and fruits become a major public health problem. In order to provide a solution, we design an engineered bacterium, secreting the OMP enzyme to degrade the common toxic pesticide residues. Its secretion is under the temperature control and can only be activated at specified temperature. To avoid the secondary pollution, a UV-induced suicide gene is inserted into the bacteria: upon exposure to UV or sunshine, the suicide procedure is induced. This purpose of the design is to remove toxic pesticide safely without affecting the environment.'",['High School']
1694,"b'Bio-brick stands a pivotal status in all iGEM experiments, being the base of synthetic biology. Targeting iGEM community, we upgraded WEiGEM 2.0, a cloud-based bio-brick search engine, by new features including optimizing the search algorithm, personalized search options, auto-addition of prefix and suffix and instant mark-and-share your bio-bricks on your mobile phones. With in-time and well-sifted biology articles, WEiGEM 2.0 serves as an educational and social media center where iGEMers ideas flow toward biology lovers. We further developed an education tool kit 1kg Bio-Box to engage potential millions of students in remote areas of China into synthetic biology. In conclusion, we manage to build bridges in connecting thousands of bio-bricks to iGEM community and public.'",['High School']
1695,"b'Genetic circuits display the essence design of an iGEM experiment. However, the diversity in visual styles of circuits not only hinders learners of synthetic biology, but also costs iGEMers lots of time in completion of genetic circuits with current graphic design tools. Synsketch is our solution to design, modify, learn and share standardized genetic circuits easily and efficiently. With additional functions including personal account, multi-language interface and well-classified tags, Synsketch is able to inspire scientific curiosity among the public. We further develop it into an freemium educational business model for self-paced learning in project design of synthetic biology. As a result, in combination of technology and business model, we manage to create a online genetic circuits designing tool bringing iGEM to everyone, everywhere.'",['High School']
1696,"b'Butanol has proven to be effective as a biofuel and can be used in internal combustion engines without modification, thus reducing the need for already scarce oil. In nature, bacteria of Clostridium genus have been shown to produce butanol from butanoic acid. In the present study, C. acetobutylicum metabolic pathway for butanol production was introduced into E. coli via a construct, consisting of three genes (CtfA, CtfB and BdhB). Polypeptide CtfAB converts butyrate to butyryl-CoA, which is then transformed to butanol by means of BdhB dehydrogenase. Butyrate is formed as an intermediate product in a reaction pathway of direct biological conversion of waste. We successfully composed an optimized system of bioreactors to produce pure butanol and use all side products formed. In the first stage the waste is converted to biogas, natural fertilizer and butyrate, the latter being efficiently transformed to biobutanol in the second stage.'",['High School']
1697,"b'Our project serves as real live models of different stories from various cultures. Our genetically engineered E. coli bacteria is able to perform a series of reactions visibly and distinctively in order to represent the plot in different stories. We have chose three particular stories to be the basis of our project: The Ugly Duckling, The Fox and the Grapes, and Houyi Shoots the Sun. All of these stories are well known by people. Our ultimate purpose of our project is to further publicise the idea of bioengineering as well as serve as an educational model for the young to observe and experience.'",['High School']
1698,"b""Granzyme B is a serine protease that is an essential part of the immune system. In response to inflammation or tumors, Granzyme B is overexpressed and enters target cells to induce apoptosis. However, high levels of Granzyme B also result in random cleavage of extracellular matrix (ECM) proteins, such as elastin and decorin, which help to maintain tissue structure and elasticity. Our team has constructed a system that inhibits Granzyme B activity in the ECM without affecting its intracellular functions. In humans, Antichymotrypsin (ACT) is an extracellular protease inhibitor, which we have modified to allow for Granzyme B inhibition. Of the many diseases associated with ECM degradation, we focus on preventing damage from both arthritis and prolonged wound healing. We've engineered a semipermeable bandage to deliver the Granzyme B inhibitor topically without bacterial contamination. Our system is capable of maintaining a healthy immune system response while protecting ECM proteins.""",['High School']
1699,"b""Lago de Guadalupe is the most extensive water body in State of Mexico. It is surrounded by industrial, agricultural and residential areas, the last one being responsible for 25% of the total contaminants. Among these is SDS (sodium dodecyl sulfate), which is the principal component of detergents used in mexican households. The residues of detergents change the water's pH, turning it into a toxic and dangerous environment for more than 150 species that depend on this lake. Although there have been some studies for its treatment, nothing has been achieved. Our project consists in developing a bioremediation system to lower SDS levels in the water using two immobilized proteins, alkyl-sufatase and ferritin.""",['High School']
1700,"b""Genetically modified organisms, once released into nature, influence the natural diversity of the environment and raise concerns among the public. To reduce this risk, we strive to develop a time-controlled kill switch. By introducing a genetic circuit into E.coli we aim to tightly regulate the bacteria's lifetime according to initial conditions set by the user. We base the parameters for the biological characterization on a mathematical model that covers various aspects of our system, including plasmid loss. Furthermore, we develop a tool for simulation of biological circuits hence helping synthetic biologists worldwide setting up experiments. Given the large number of iGEM projects, we additionally develop a search engine for previous iGEM projects. By providing not only a time-controlled kill switch that deals with fears of the public, but also contributing helpful tools to the iGEM community, we are convinced that future scientists, such as ourselves, will benefit from our project.""",['High School']
1701,"b'Fungi capable of producing harmful mycotoxins flourish on a variety of widely consumed crops, notably bananas, tomatoes, potatoes, and grains. Such fungal infections significantly reduce sustainability and food production in developing countries, where lack of advanced food storage and mycotoxin exposure are responsible for severe economic losses and 40% of diseases. As such, our team focused on developing a secretable chitinase capable of hydrolysing the glycosidic bonds which compose the polysaccharide chitin, a key structural component in fungal cellular walls. By fusing LbCHI31 chitinase-encoding genes with a secretion signal peptide from alpha-amylase, we successfully generated an escherichia coli line that secretes chitinase specific to fusarium oxysporum, a major pathogenic fungi. LbCHI31 extracellular secretion and effectiveness were further quantified through characterization and analysis. This project will allow for easily accessible, cost-effective methods for producing effective chitinases that combat fungal infections, thereby increasing crop yield, stabilizing financial growth, and reducing famine globally.'",['High School']
1702,"b'Our project was inspired by the famous coloring book Secret Garden. When I first heard about this book on Weibo, I dont think its an interesting book, but later, I saw so many people around me hold this book and create so many brilliant pictures all with different combinations, I was shocked by this underaged book. Than me and my teammate discussed about it, the main point of synthetic biology is creativity, use biology tools to make new possibilities, the same idea as this coloring book. So we decided to combine this two different thing together, make it Secret Biology. We would like to put different promoters and different colored protein DNA sequences together, and user can use different solution contain different materials which can promote the production of one colored protein. Finally, if we can put as many different DNA sequences as possible, people can use our products to create a beautiful bio-painting. Just imagine use different reagent instead of ink, we can make a colorful paintings, by letting E-coli grow our paintings by their selves.'",['High School']
1703,"b'Construction of complex circuits is still hampered by ignorance of fundamental principles of genetic circuit design. One key challenge is the isolation of independent genetic components -- genes expressed on the same plasmid (or other DNA molecule) will often unexpectedly interfere with or enhance each others\' expression in an orientation-dependent fashion, even if they are nominally isolated by terminators and other motifs. This form of cross-talk may be caused by supercoiling generated during transcription, which has been shown to enhance or repress gene expression depending on the form of supercoiling. To test this hypothesis, we will test whether base pair spacing, terminators, or DNA ""clamps"" (made from DNA-binding proteins) placed between genes on a plasmid can eliminate their cross-talk. If DNA clamps do isolate nearby transcriptional units, then those clamps may advance the field of synthetic biology by allowing bioengineers to build more predictable genetic circuitry.'",['High School']
1704,"b'In recent years, the production of polyethylene terephthalate (PET) has increased rapidly, as a result of low production costs and consumer demands. PET is one of the most common plastic polymers, comprised of repeating monomeric subunits of Terephthalic Acid and Ethylene Glycol. It is frequently used in the manufacture of plastic bottles and clothing fibres, especially in Japan. As avid users of PET-based products, our team decided to research how to optimise the degradation of PET, which takes an average of 450 years to degrade naturally. We were further inspired to pursue this goal with Keio Universitys recent discovery of Ideonella sakaiensis  a unique bacteria capable of PET degradation. Thus, we have focused our project on the synthesis of an optimal PETase biobrick, which would be included in the iGEM database. Ultimately, our goal is to find an ideal promoter to expedite the production and secretion of PETase.'",['High School']
1705,"b'Plastics are a waste product that pollutes the environment we live in, and many solutions have been implemented with little long term success, such as Mr. Trashwheel and laws prohibiting the act of littering. Researchers, in 2014, have found a bacterium, known as Ideonella Sakaiensis, that is able degrade poly ethylene terephthalate (PET) plastics entirely using two enzymes. The Baltimore BioCrew wanted to design a bacteria that is able to degrade the plastics in our marine ecosystems at a rapid rate without harming the creatures within it. In order to investigate if this is possible, we obtained the two enzymes used in Ideonella Sakaiensis, PETase and MHETase, and inserted the enzymes into E. coli plasmids. We hope the E. coli bacteria degrades PET plastic within 1-3 weeks and produces a by-product that is benign to organisms and a possible energy source.'",['High School']
1706,"b'We endeavor to create a test paper which is programmable, open-source and cell-free. The test papers contain genetic circuits which could measure the concentration of various target molecules in clinical and laboratory samples with visual and semi-quantitative results shown by reporter proteins. With a genetic device which acts as a signal amplifier, the system resembles the binary system of computer with enhanced sensitivity. The bionic and open-source nature of the test paper results in a high range of detection as well as high programability, while the cell-free nature removes interference between biological reactions inside the cells and allows its preservation under frozen condition for almost a year. The system can also be reprogrammed with the aid of our protocol, another proof of its potential.'",['High School']
1707,"b'BNDS_China is going to enable Escherichia Coli (E. coli) bacteria to absorb calcium cations (Ca++) from hard water. By the definition of hard water, the exceeded concentration of calcium ions causes extra soap consumption and galvanic corrosion. Though there are already methods of softening hard water, they are either too expensive or inefficient. Therefore, our team came up with this idea of making E. coli attracts calcium cations from hard water that serves as an affordable and functional form of hard water softener. E. coli with highly expressed Calcium channel proteins absorb those calcium ions from the water into cytoplasm to decrease the concentration of calcium in water.'",['High School']
1708,"b'The Broad Run iGEM team is in its second year researching a synthetic biology solution to the aforementioned ceiling tile manufacturing problem. In collaboration with world industry leader, Armstrong World Industries, the goal of this years research was to draw closer towards an implementable solution with industry wide applications: through a deeper understanding of the problems source, the interconnected processes in the ceiling tile manufacturing operations where the problems manifests itself, and the design and experimental testing of the proposed solution. From information garnered through communications with Armstrong and USG, we postulate that excess starch is the source of the problem. The proposed solution is to degrade the excess starch, thus controlling anaerobic butyric acid production, through engineering yeast to produce amylase enzymes; an implementable solution that could reside in any part of the manufacturing plant, from the board mill to the primary or secondary water treatment plant.'",['High School']
1709,"b'Antibiotics are a hallmark of modern medicine having saved numerous lives since the discovery of penicillin in 1928. Bacteria resistant to antibiotics emerged shortly after their initial use, and is an increasing problem as pathogenic strains of bacteria evolve resistance to multiple drugs. In an effort to increase antibiotic susceptibility, we will use CRISPR/Cas9 technologies to disrupt intrinsic resistance mechanisms in E. coli. Specifically, we plan to enhance the expression of Omp pores while also inhibiting the functioning of AcrAB-TolC efflux pumps. Mechanism for effective delivery of a functioning CRISPR system in clinical settings will be explored.'",['High School']
1710,"b'Substances such as groundwater and runoff have sustained much damage to both their quality and purity. Common pollutants include alcohols, esters, and other organic substances. We aim to solve this issue by engineering a two-plasmid system to be implanted in E. Coli bacteria for detoxification of contaminated groundwater. Our plasmid will achieve three main aims: 1. The first plasmid will be a bicistronic CYP2e1/NPR plasmid for expression of the Cytochrome P450 detoxification protein, as well as the reductase gene that allows for its expression. 2. The second plasmid will be the aldB gene, which serves as a serve to breakdown aldehydes. 3. The plasmid will be purified and isolated for possible implantation into a variety of biological systems. We aim to utilize the two plasmids in conjunction in order to safely break down toxic compounds.'",['High School']
1711,"b' Tanshinone is an important pharmacologic chemical extracted from Salvia miltiorrhiza, a famous Chinese medicinal herb. It was reported that tanshinone can effectively cure Cardiovascular diseases. However, content of tanshinone in Salvia miltiorrhiza and its extraction efficiency are very low. Therefore, synthetic biology becomes the ideal way to produce tanshinone artificially. However, until now, the biosynthesis pathway of tanshinone is not clear. In this research, we aimed to produce one of the key enzymes copalyl diphosphate synthase 1 (SmCPS1) which initiate biosynthesis of tanshinone by building up a gene circuit in plasmid of E.coli. Our gene circuit contains a GST for purification of SmCPS1, a thrombin protease site, our target gene SmCPS1 and the reporter gene GFP. Successful biosynthesis of SmCPS1 will lead the way of biological synthesis of all the enzymes in synthesis of tanshinone, accelerate tanshinone production by fermentation, increase its yield and lower the cost effectively.'",['High School']
1712,"b'At the heart of any iGEM team is the project - the central idea that connects all the work they do. Our project aims to build the foundations for what has the potential to tackle to world energy crisis. By taking a step forward in providing a sustainable energy source with a negative Carbon Footprint we are helping to change the world. At heart our project is simple: modern solar panels leave a lot to be desired due to their low efficiency, their bulkiness and their high price. Biological Photovoltaics have the potential to provide a far cheaper, simpler energy source that can take up Carbon Dioxide from the air instead of pump more into it. If only scientists would modify some organism so that it can be used efficiently inside one.'",['High School']
1713,"b'Access to electricity and energy infrastructure is a significant issue. In Peru, nine percent of the population, roughly 2.7 million people, do not have access to reliable power and have no way to light their homes. Young students are not able to adequately carry out their education without access to this fundamental resource. We set out to tackle this issue through the development of an open source 3D printed bioluminescent reading lamp. By optimizing and cloning the bioluminescent pathway into E. coli with the use of lux genes and an Anderson Promoter, we were able to create dependable bacteria as a source of illumination for these aspiring scholars.'",['High School']
1714,"b""The aim of our project is to generate a SNPs gene panel which can determine people's preference of food tastes using Taqman assay on the Fluidigm nano-fluidic gene dynamic array chips. Endpoint fluorescent image data is acquired on the BioMark System for genetic analysis and data is analyzed using the Fluidigm SNP Genotyping Analysis software, to obtain genotype calls. In addition to saliva collection from students volunteering to participate, after completing their phenotypes forms of response to food tastes, we will generate a synthetic DNA harboring the wildtype and mutant alleles (SNP) for the ability to sense taste which will be used as control for the Taqman assays and for preforming CRISPER on the mutant SNP allele, to convert it to the wildtype allele, as a feasibility test to be able to change people's taste sense for several important targets.""",['High School']
1715,"b'Welcome to Scotlands first ever high school iGEM team! For our project we plan to assign our agent spiRNA on a mission to target Vibrio Cholerae and Shigella Flexneri: two pathogens that cause fatal diarrhoeal diseases in developing countries. To achieve this, weve created a fusion protein which will allow our spiRNA to hitch a ride out of E. coli. Then the agent will sneak its way into the target pathogen and complete its mission by preventing the pathogen from causing an infection. Were targeting Cholera and Shigella specifically because they are both a major cause of death in developing countries, this is because treatments are not readily available and are often expensive. Therefore, we hope our spiRNA is a cheaper alternative to current treatments that will hopefully be readily available to a larger number of infected people and in other words FIGHT BACTERIAL INFECTIONS.'",['High School']
1716,"b'In tropical and subtropical areas, under high-irradiance conditions, plants must efficiently protect photosystem II (PSII) from damage. In this project, we built several genetic circles with the chloroplast protein HYPERSENSITIVE TO HIGH LIGHT1 (HHL1) which response to high light and functions in protecting PSII against photodamage. We further measured the expression efficiency of HHL1 promoted by various photosensitive promoters with high-light exposure, and named the most effective one as Super-HHL1. Moreover, we studied the potential application for Super-HHL1 agriculture and economic. Taken together, we suggest that Super-HHL1 might effectively help various plants repairing PSII under high light.'",['High School']
1717,"b'Inspired by the ability of horsehair worm modifying the behavior of other organisms, we would like to employ the idea to modify organisms behavior by what available in our laboratory. Nematode is a pest, which will attack the roots of crops. We wish to modify its behavior by engineering bacteria to produce biochemical cues to attract or repel the worm. We identified two potential biochemicals, cinnamaldehyde and phenylpyruvic acid, which are possibly attractant or repellent to the Nematode. We have designed a chemosensation assay to demonstrate the attraction and repulsion ability of the biochemical of interest. The results suggest that cinnamaldehyde is a strong repellent and phenylpyruvic acid is a moderate attractant to the worm. Genetic engineering of bacteria to produce the two biochemicals are working in progress.'",['High School']
1718,"b'Adulteration of heavy metal and toxin during manufacturing process has always been a concern to Chinese Medicine consumers. Although there are a few methods (for example: ICP-MS) to detect these harmful substances, the procedures often turn out to be expensive and inconvenient to most people. If the danger in herbs continues to cast shadows among people, it is only a matter of time that people stop eating Chinese Medicine and soon this important Chinese culture might be gone forever. Thus, we decide to create a series of cheap, user-friendly E. coli biosensor. When the bacteria detect certain poison in the medicine, they will produce fluorescence protein. That way, we can detect the poison inside the Chinese Medicine by just examining the fluorescence intensity. With this new design and aspect, we hope to see people regaining hope in this tradition, yet, this distinctive culture.'",['High School']
1719,"b"" Alzheimer is a disease prevailed in olds around the world and currently there hasn't had any effective treatment and the early diagnosis is hard to accomplish. Current research has already found that the fold change of specific kinds of microRNA has correlations with Alzheimer's development. To improve the diagnosis method, we are developing a rapid and simple diagnosis for Alzheimers disease using the different expression of microRNA between patients and healthy controls. A reporter carrier containing a repressed promoter is hoped to be constructed, which opening is controlled by microRNA degrading or inhibiting mRNA. The accuracy of the system will be increased by the synergistic effect of repressor proteins. Combined with reporter gene, a couple of microRNAs will also be used to construct different plasmids to get efficient system which may offer prototype for massive detection accurately and fast in a massive scale.""",['High School']
1720,"b'Due to the increasing amount of plastic trashed, scientists are keeping their eyes on several ways to confront this environmental issue. One rising solution is the ""Meal-worm"". They can maintain their lives through consuming Styrofoam due to the microorganism in their guts that degrade the Styrofoam. A PS-degrading bacterial strain is called the Exiguobacterium sp. strain YT2. However,the big problem of the meal-worms is that they are not able to dissolve PET. Thus, we will insert the gene of this bacteria into E.coli by using the gene synthesis. Then, we will test the PET disintegration ability of meal-worms after feeding them the modified E.coli. Our hypothesis is that meal-worms will actively disintegrate PET after consuming the altered E.coli.'",['High School']
1721,"b'The concentration of proteins in a cell is determined by both the amount synthesized and the amount degraded. Thus, protein degradation is a crucial aspect of maintaining intramolecular equilibrium. A class of ATPases known as AAA+ Proteins involves a well-known proteolysis mechanism known as ClpXP in which ClpX unfolds and translocates a tagged protein into a sequestered proteolytic compartment in ClpP. We devised an inducible genetic construct in which ClpXP will degrade a chromoprotein upon induction. The data will be gathered using a device that can quantify the color of the light reflected by the chromoprotein before and after induction. This will ultimately allow us to measure the relative strength of degradation and further characterize a well-known proteolysis mechanism. Our characterization of ClpXP will serve as a precursor for controlled protein delivery in medicines and subsequently a switch for biosensors.'",['High School']
1722,"b'Blood clotting is controlled by a highly regulated pathway that attempts to ensure a balance between clotted and unclotted blood within a wound. As a response to trauma, enzymes in the pathway activate sequentially to convert fibrinogen into fibrin.The fibrin strands cross-link together to form a polymer mesh that causes blood flow to slow and eventually cease at the wound site. However, without external intervention the natural clotting process is too slow to prevent excessive hemorrhage and death when bleeding is severe. Proteins in some snake venoms have the ability to act as thrombin analogues and induce the conversion of fibrinogen to fibrin at an accelerated rate, bypassing the regulatory pathway. The increased concentration of fibrin causes clots to form quickly within the bloodstream. Our goal is to utilize recombinant protein from Cerastes cerastes venom to prevent fatal hemorrhage and minimize thrombosis in cases of traumatic injury.'",['High School']
1723,"b""The purpose of this year's project is based on the result of last year's, that is to eliminate organophosphorous pesticides residue on the vegetables and fruit since in China and other places organophosphorous pesticides residue exist and can be harmful to human beings. Differently, we change the way to achieve the goal better. This year, we can extract the protein with specific function directly to use on vegetables. Since we use a different way, ccdB suicide gene we used in last year can be better treated. As a high school team, we can make more accurate achievement partly based on last year's project and using new method of constructing plasmid.""",['High School']
1724,"b' Colon cancer is the forth most common cancer throughout the world. Because of these alarming facts we decided to work on this topic as every contribution counts in fight against cancer. Cancer treatment is done in many ways yet mostly lethal for healthy cells that lead us to find an alternative solution. Butyrate, endogenous and short chain fatty acid, can prevent colorectal cancer. Literature searches courage us about prevention effect of butyrate by promoting differentiation, cell-cycle arrest and apoptosis of transformed colonycte. Our modified bacteria will cause a formation of a microenvironment through a specific cancer binding peptide again produced by Esherichia coli BL21(DE3) strain that will be attached on surface of CaCo-2 cancer cell with already mutated and induced type1 pili structureType I P.1 structure and produce Butyrate and concentrate it around the cancer cells to drive them into apoptosis.'",['High School']
1725,"b'The testing method used these days seems to contain a few problems and wasnt that reliable to the public. Therefore, we started to aim at finding a better way to conduct the alcohol test. We did lots of research about how alcohol tests work and tried to find out the way alcohol reacts with the proteins and chemicals in our bodies or other organisms. We came up with the idea of imitating the mechanism that blood glucose meters equipped. We decided to oxidize alcohol and produce hydrogen peroxide to cause exchanging of electrons then detect it by blood glucose meters. Our bacteria will produce alcohol oxidase and display it on the cell surface, and we will remove the glucose oxidase in a blood glucose meter and replace it with alcohol oxidase. Voila! A portable and accurate blood alcohol meter was created.'",['High School']
1726,"b'The seasonal mass outbreak of green-blue algae poses serious threat to water environment. Gas vesicle protein, widely existing in all forms of planktonic cyanobacteria, provides the cyanobacteria with buoyancy and regulates their vertical distributions. GvpA protein acts as the main structural protein of gas vesicle. Therefore, we plan to mutate GvpA1 gene in microcysis (main type of cyanobacteria causing algae boom) to limit the level of GvpA1 expression and change the conformation of gas vesicle protein---- a possible strategy to disrupt the distribution of microcysis in water and control algae bloom. The recombinant shuttle plasmid containing modified GvpA1 gene is transformed back into microcysis and western blot identification proves that the expression of GvpA1 after modification reduces significantly. The modified segment of GvpA1 and the shuttle plasmid we specially constructed to both replicate in E.coli and microcysis have been submitted as parts to be reused and analyzed by other teams.'",['High School']
1727,"b'An estimated 8.5 billion tons of poultry feathers are produced from farms globally every year, in addition to the tons of human hair that are removed from wastewater treatment facilities worldwide. Keratin waste is typically disposed of through incineration, burying the waste, or mechanical processing that yields low-quality protein products. All these processes take their toll on the environment. However, Keratinase is a serine protease that primarily attacks the disulfide bonds in keratin wastesuch as feathers and hair. Thus, the expression of bacterial keratinases provides an opportunity to manage this degradation-resistant keratin waste and turn it into a high quality protein product such as fertilizer or animal feed. To do this, two Keratinase Genes isolated from the Bacillus genera are used. Keratinase A (kerA) is more active in degrading keratin in feathers, while Keratinase US (kerUS) is most effective in degrading the keratin in hair.'",['High School']
1728,"b'Many people die every year due to Carbon monoxide poisoning, because it is present in different sources such as fires, businesses, and houses with heating systems. Currently there are only electrochemical detectors that sense the presence of this gas, however, we propose a biological detector that is easy to use, it has sensors based on promoters that detect levels of CO, features from the R.rubrum proteobacteria, which makes use of carbon monoxide as its main energy source. Through synthetic biology is possible to transfer these characteristics to other organisms such as E. coli, which in nature has no connection and the transfer of its genetic information is incompatible with this, allowing for innovative advances in scientific applications such as the generation of a biological CO detector to later incorporate this system into an accessory.'",['High School']
1729,"b'Currently it has been detected that the bleaching process in the paper industry generates most of the pollution and environmental issues that we know today, the main goal in the bleaching process is the elimination of the lignin out of the paper, having chromophore groups, responsible of a brown coloration on the unbleached paper pulps; it has been created different process decreasing the polluting factor, but has not been totally eliminated. In this investigation we propose the genetic modification of the yeast Saccharomyces cerevisiae as a lignin degradative organism at contact with the cellulose which we can accomplish with a gene called Lignin Peroxidase, an enzyme that oxidizes substructures not phenolic of the lignin, removing an electron from this and generating cationic radicals which are attacked enzymatically, in this way in order to produce a biological bleaching method that allows reducing contaminants residues from the paper industry.'",['High School']
1730,"b' Our project aims at speeding up while lowering the cost of antibiotic detecting methods for milk. We take -lactams as the target, and implement a penicillin binding protein, which recognizes all -lactams, in our testing device. First, we improve the ELISA method with a competitive binding reaction, in which the penicillin (or other -lactams) on the plate and in the testing sample compete to bind with GFP-PBP5(penicillin binding protein 5). We can then measure the concentration of penicillin by measuring the fluorescence intensity on the plate. To even further reduce the cost and strengthen the sensitivity of the test, we create a test paper by binding our fusion protein CBD (cellulose binding domain)-PBP5 to filter paper. When the paper is dipped in milk, the presence of -lactams alters PBP5s enzymatic activity, and we measure it by electric conductivity test, which indicates the concentration of -lactams in this sample.'",['High School']
1731,"b'Hepatitis C is an infectious disease found worldwide caused by the hepatitis C virus (HCV) that primarily affects the liver. The need for effective early-stage detection methods is urgent. However, due to defects such as complexity and high cost, the promotion of current methods is hindered. Thus, we come up with a new type of low-cost and high-sensitivity testing method. Freeze dried on paper with cell-free expression system, each plasmid consists of a strong promoter, a toehold switch and a downstream reporter gene, functioning as a biosensor. The reporter gene is activated only when a specific sequence of HCV RNA binds the toehold switch, and therefore enabling qualitative and quantitative assay of HCV. Our method has great advantage in sensitivity and the range of application, providing accurate information for subsequent treatment.'",['High School']
1732,"b'Our personal health care taker E.coli expresses two proteins SDF-ELP and LL37 which can significantly promote chronic skin wound healing. Chronic skin wounds are characterized by poor re-epithelialization, angiogenesis and granulation. SDF (topical stromal cell-derived growth factor-1), though found effective to re-epithelialization, is rapidly degraded by high levels of protease around wounds. To solve this issue, we fuse SDF1 to ELP(elastin-like peptides) that can aggregate to form nanoparticles so to prevent against proteolysis and promote neovascularization, resulting in much faster re-epithelialization of chronic skin wounds. We also add an antimicrobial peptide LL-37 to avoid infection by preventing a wide range of bacteria growth. To enable our health care taker to be used by everyone, we devise a super-convenient product which only needs 4 simple steps AAPH( Add. Add. Press. Heat.) for people to get the final curing proteins.'",['High School']
1733,"b""Cataracts, the clouding of the lens, cause half of the world's blindness. Most cataracts are age-related and arise when crystallin proteins in the lens become oxidized and aggregate over time. Surgery is currently the only recognized treatment to effectively cure cataracts, but this method is expensive and invasive. Therefore, we formulated a natural and non-invasive alternative. In the eye, a natural antioxidant glutathione (GSH)produced by the enzyme glutathione reductase (GSR)exists to combat oxidation, but GSH levels decrease with age. Studies have also suggested that another enzyme25-hydroxylase (CH25H)can convert cholesterol in the eye into 25-hydroxycholesterol (25HC), which reverses crystallin aggregation. We expressed and purified GSR and CH25H for the prevention and treatment of cataracts, respectively. To deliver these proteins through the cornea and into the lens, we engineered biodegradable chitosan nanoparticles, thus creating a natural and non-invasive alternative to surgery.""",['High School']
1734,"b""Early detection of sexually transmitted diseases is of major importance given the broad range of consequences they have on public health. Human Papilloma Virus (HPV) has raised concern throughout Mexico because of its incidence. The virus has been characterised and documented at the genetic and proteomic levels, but given its pathophysiology during infection, diagnosis at early stages is somewhat complicated and unusual, particularly because of the absence of symptoms. Moreover, it is of crucial importance as some HPV strains have been shown to correlate with oncogenic outcomes. TecCEM_HS 2016 is developing a rapid test method by using the novelties of riboswitch technology. With careful and appropriate design, bacteria could serve as a signal provider that may give insight into the viral presence by means of fluorescence. The device would thereby provide a money-wise, quick, and reliable way of concluding upon Papilloma's infection, serving as an alert for further physician assessment.""",['High School']
