Link,Abstract,Author Keywords,Index Keywords
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028056069&doi=10.1166%2fjctn.2017.6684&partnerID=40&md5=4ff08ca3706ae3fc9bad9b3e19072798,"For image inpainting using Criminisi algorithm, in order to avoid the influence of image textures in priority calculation and reconstruct image structures better, we propose an improved priority function based on sketch image in this paper, where the sketch image obtained by functional minimization is composed of some smooth regions surrounded by neat boundaries. In this case, the textures and details are eliminated from the sketch image while structures are preserved. So using sketch image to calculate the data term can avoid the influence caused by textures or details. Moreover, we use the addition operator to combine the confidence term and the two data terms rather than multiplication operator used in traditional priory calculation. New priority function can solve the drawback of the traditional priority rapidly tending to zero with the confidence tending to zero, which may result in chaotic inpainting. The experimental results on both synthetic and real images demonstrate the effectiveness of the proposed algorithm. Furthermore, compared with traditional Criminisi algorithm and two improved Criminisi algorithms, the proposed model has better performance in terms of PSNR and MSSIM values. Copyright © 2017 American Scientific Publishers All right reserved.",Confidence term; Criminisi algorithm; Data term; Image inpainting; Priority function; Sketch; Texture,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027517626&doi=10.1371%2fjournal.pone.0182749&partnerID=40&md5=17fbff9cfb217fbfc1ae20c15a2ff242,"After 2007, upsurges of whiteflies on cassava plants and high incidences of cassava diseases were observed in Central African Republic. This recent upsurge in the abundance of Bemisia tabaci (Gennadius) (Hemiptera: Aleyrodidae) was directly linked to serious damage to cassava crops resulting from spread of whitefly-borne cassava mosaic geminiviruses (CMGs). There is currently very little information describing whitefly populations on cassava and associated crops in Central African Republic. The current study aimed to address this gap, and to determine whether the increasing damage associated with B. tabaci whiteflies was the consequence of a new invasion, or an upsurge of a local population. The molecular genetic identification and phylogenetic relationships of 898 B. tabaci adult individuals collected from representative locations (54) throughout CAR were determined based on their mitochondrial cytochrome oxidase I sequences (mtCOI). Field and ecological data were also collected from each site, including whitefly abundance, CMD incidence, host plants colonized by B. tabaci and agro-ecological zone. Phylogenetic analysis of the whitefly mtCOI sequences indicated that SSA1 (-SG1, -SG2), SSA3, MED, MEAM1 and Indian Ocean (IO) putative species occur in CAR. One specific haplotype of SSA1-SG1 (SSA1-SG1-P18F5) predominated on most cassava plants and at the majority of sites. This haplotype was identical to the SSA1-SG1 Mukono8-4 (KM377961) haplotype that was recorded from Uganda but that also occurs widely in CMD pandemic-affected areas of East Africa. These results suggest that the SSA1-SG1-P18F5 haplotype occurring in CAR represents a recent invasive population, and that it is the likely cause of the increased spread and severity of CMD in CAR. Furthermore, the high mtDNA sequence diversity observed for SSA1 and its broad presence on all sites and host plants sampled suggest that this genetic group was the dominant resident species even before the arrival of this new invasive haplotype. © 2017 Tocko-Marabena et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,"cytochrome c oxidase; mitochondrial DNA; cytochrome c oxidase; adult; Article; cassava; Central African; DNA sequence; genetic variability; haplotype; molecular genetics; nonhuman; phylogeny; population abundance; seasonal variation; sequence analysis; species invasion; sweet potato whitefly; animal; Begomovirus; Central African Republic; chemistry; classification; crop; genetic variation; genetics; Hemiptera; Manihot; metabolism; physiology; plant disease; virology; Animals; Begomovirus; Central African Republic; Crops, Agricultural; Electron Transport Complex IV; Genetic Variation; Haplotypes; Hemiptera; Manihot; Phylogeny; Plant Diseases"
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021455764&doi=10.1016%2fj.ejrh.2017.06.007&partnerID=40&md5=20ef6f6cf6d46cb2b7ddf227d1bac5c7,"Study region In this study, 33 catchments across the Lower Mekong Basin in Southeast Asia are examined to detect historical changes in their hydrological response via a model-based methodology. Study focus Intensive development over the past half century across Southeast Asia's Lower Mekong Basin has inevitably affected natural resources. Large areas have been converted from forests for subsistence and commercial agriculture, and urban development. We implement an innovative approach to screen hydrologic data for detecting impacts of such large-scale changes on hydrological response. In a first step, temporal changes in the rainfall-runoff relationship were assessed using the parsimonious, two-parameter GR2M hydrological model. In a second step, a distribution-free statistical test was applied to detect whether significant changes have occurred in the wet season (high flow) and dry season (low flow) conditions. New hydrological insights for the region Our results indicate that the majority of catchments (64% of those considered) with sufficiently long data records exhibited no discernable trends in hydrological response. Those catchments that did exhibit significant trends in hydrological response were fairly evenly split between increasing trends (between 21% and 24%) and decreasing trends (between 15% and 12%) with time. There was a lack of evidence that these changes where brought about by shifts in precipitation or potential evapotranspiration; however, catchments exhibiting significant increasing trends in hydrological behavior were found to have different land cover compositions (lower percentage of forest coverage and subsequently higher paddy rice coverage) than those exhibiting significant decreasing trends. The approach presented here provides a potentially valuable screening method to highlight regions for further investigation of improved mechanistic understanding. Without this connection, we might be blind to future hydrological shifts that can have significant impact on development. © 2017 The Authors",Distribution-free trend test; GR2M model; Hydrological response change; Lower Mekong Basin,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018658772&doi=10.1016%2fj.jenvman.2017.04.047&partnerID=40&md5=845abd125f57e836eb8f609219c06d0f,"Under changing land use in tropical Asia, there is evidence of forest product diversification through implementation of tree-based farming by smallholders. This paper assesses in two locations, West Java, Indonesia and eastern Bangladesh, current land use conditions from the perspective of smallholder farmers, the factors that facilitate their adoption of tree farming, and the potential of landscape-scale approaches to foster sustainable land management. Data were collected through rapid rural appraisals, focus group discussions, field observations, semi-structured interviews of farm households and key informant interviews of state agricultural officers. Land at both study sites is typically fragmented due to conversion of forest to agriculture and community settlement. Local land use challenges are associated with pressures of population increase, poverty, deforestation, shortage of forest products, lack of community-scale management, weak tenure, underdeveloped markets, government decision-making with insufficient involvement of local people, and poor extension services. Despite these challenges, smallholder tree farming is found to be successful from farmers' perspectives. However, constraints of local food crop cultivation traditions, insecure land tenure, lack of capital, lack of knowledge, lack of technical assistance, and perceived risk of investing in land due to local conflict (in Bangladesh) limit farmers' willingness to adopt this land use alternative. Overcoming these barriers to adoption will require management at a landscape scale, including elements of both segregation and integration of land uses, supported by competent government policies and local communities having sufficiently high social capital. © 2017 Elsevier Ltd",Community; Land sharing; Land sparing; Land use; Livelihood,decision making; ecosystem service; forest product; land management; livelihood; smallholder; social capital; sustainability; willingness to pay; adoption; agricultural worker; Bangladesh; decision making; deforestation; food crop; forest; government; household; human; Indonesia; land use; landscape; market; poverty; semi structured interview; social capital; agriculture; Asia; environmental protection; Bangladesh; Indonesia; West Java; Agriculture; Asia; Bangladesh; Conservation of Natural Resources; Humans; Indonesia
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030447045&doi=10.1016%2fj.immuni.2017.06.017&partnerID=40&md5=3210e8807934768facd933b7b5471af3,"Tissue macrophages arise during embryogenesis from yolk-sac (YS) progenitors that give rise to primitive YS macrophages. Until recently, it has been impossible to isolate or derive sufficient numbers of YS-derived macrophages for further study, but data now suggest that induced pluripotent stem cells (iPSCs) can be driven to undergo a process reminiscent of YS-hematopoiesis in vitro. We asked whether iPSC-derived primitive macrophages (iMacs) can terminally differentiate into specialized macrophages with the help of growth factors and organ-specific cues. Co-culturing human or murine iMacs with iPSC-derived neurons promoted differentiation into microglia-like cells in vitro. Furthermore, murine iMacs differentiated in vivo into microglia after injection into the brain and into functional alveolar macrophages after engraftment in the lung. Finally, iPSCs from a patient with familial Mediterranean fever differentiated into iMacs with pro-inflammatory characteristics, mimicking the disease phenotype. Altogether, iMacs constitute a source of tissue-resident macrophage precursors that can be used for biological, pathophysiological, and therapeutic studies. Yolk-sac (YS) embryonic macrophages contribute to tissue-resident macrophages but remain difficult to study because of their stage-dependent limited availability. Takata et al. demonstrate that iPSCs can generate YS macrophage-like cells (iMacs) that differentiate into functional tissue-resident macrophage-like cells upon receiving organ-specific cues, thus providing a platform for modeling tissue-resident macrophages. © 2017 Elsevier Inc.",co-culture; familial Mediterranean fever; hematopoiesis; induced pluripotent stem cells; IPSC; macrophages; microglia; neurons; primitive; pulmonary alveolar proteinosis; resident,"biological marker; CD11b antigen; CD276 antigen; CD38 antigen; CD45 antigen; CD48 antigen; CD81 antigen; CD9 antigen; CD93 antigen; chemokine receptor CX3CR1; CXCL1 chemokine; cyclin dependent kinase 9; cyclin dependent kinase inhibitor 1B; f4 80 protein; fibrinogen receptor; interleukin 10; interleukin 6; Isg15 protein; macrophage inflammatory protein 1alpha; macrophage inflammatory protein 1beta; monocyte chemotactic protein 1; Nfkbia protein; peptides and proteins; RANTES; siglec f; stem cell factor; surfactant protein B; tumor necrosis factor; tumor necrosis factor alpha induced protein 3; unclassified drug; Usp18 protein; adult; animal cell; animal experiment; animal model; animal tissue; Article; bone marrow derived macrophage; brain; brain injury; cell differentiation; cell specificity; cell structure; coculture; controlled study; cytokine production; engraftment; familial Mediterranean fever; female; gene expression; human; human cell; in vitro study; in vivo study; induced pluripotent stem cell; induced pluripotent stem cell derived primitive macrophage; inflammation; innate immunity; lung; lung alveolus macrophage; lung alveolus proteinosis; lung function; macrophage; macrophage differentiation; macrophage function; male; microglia; mouse; nerve cell; nerve cell culture; nerve cell differentiation; newborn; nonhuman; nucleotide sequence; phagocytosis; phenotype; priority journal; stem cell culture; tissue specificity; upregulation; animal; C57BL mouse; cell culture; cell culture technique; cell differentiation; hematopoiesis; macrophage; mammalian embryo; nervous system development; physiology; pluripotent stem cell; procedures; transgenic mouse; Animals; Cell Culture Techniques; Cell Differentiation; Cells, Cultured; Embryo, Mammalian; Hematopoiesis; Humans; Macrophages; Male; Mice; Mice, Inbred C57BL; Mice, Transgenic; Neurogenesis; Neurons; Pluripotent Stem Cells"
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028500773&doi=10.1109%2fMED.2017.7984107&partnerID=40&md5=f336bcf98a3c1d5c4eae11c23b2ef8f2,"In this paper the problem of optimizing the output regulation of an underactuated LPV system is considered. When the system is underactuated, only a subset of the outputs can be arbitrarily controlled, and the remaining ones are constrained. The problem of finding the input that minimizes a cost function of the overall output tracking error is investigated for a special class of LPV systems that admit steady-states. Moreover, it is shown how such solution is related to the inputs associated to the singularly optimal regulation of each output. © 2017 IEEE.",,Control; LPV systems; Output regulation; Output-tracking; Special class; Steady state; Underactuated; Cost functions
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027854020&doi=10.1109%2fIWQoS.2017.7969126&partnerID=40&md5=e43870ace59a175fffd26d1d93ccedbc,"Scheduling and managing queues with bounded buffers are among the most fundamental problems in computer networking. Traditionally, it is often assumed that all the properties of each packet are known immediately upon arrival. However, as traffic becomes increasingly heterogeneous and complex, such assumptions are in many cases invalid. In particular, in various scenarios information about packet characteristics becomes available only after the packet has undergone some initial processing. In this work, we study the problem of managing queues with limited knowledge. We start by showing lower bounds on the competitive ratio of any algorithm in such settings. Next, we use the insight obtained from these bounds to identify several algorithmic concepts appropriate for the problem, and use these guidelines to design a concrete algorithmic framework. We analyze the performance of our proposed algorithm, and further show how it can be implemented in various settings, which differ by the type and nature of the unknown information. We further validate our results and algorithmic approach by a simulation study that provides further insights as to our algorithmic design principles in face of limited knowledge. © 2017 IEEE.",,Queueing theory; Scheduling; Algorithmic approach; Algorithmic design; Algorithmic framework; Competitive ratio; Computer networking; Lower bounds; Simulation studies; Quality of service
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022179167&doi=10.1051%2f0004-6361%2f201730608&partnerID=40&md5=e5ec1c6a5c11beabf704fd8ee5ab39ce,"We statistically evaluated the relative orientation between gas column density structures, inferred from Herschel submillimetre observations, and the magnetic field projected on the plane of sky, inferred from polarized thermal emission of Galactic dust observed by the Balloon-borne Large-Aperture Submillimetre Telescope for Polarimetry (BLASTPol) at 250, 350, and 500 μm, towards the Vela C molecular complex. First, we find very good agreement between the polarization orientations in the three wavelength-bands, suggesting that, at the considered common angular resolution of 3.0 that corresponds to a physical scale of approximately 0.61 pc, the inferred magnetic field orientation is not significantly affected by temperature or dust grain alignment effects. Second, we find that the relative orientation between gas column density structures and the magnetic field changes progressively with increasing gas column density, from mostly parallel or having no preferred orientation at low column densities to mostly perpendicular at the highest column densities. This observation is in agreement with previous studies by the Planck collaboration towards more nearby molecular clouds. Finally, we find a correspondence between (a) the trends in relative orientation between the column density structures and the projected magnetic field; and (b) the shape of the column density probability distribution functions (PDFs). In the sub-regions of Vela C dominated by one clear filamentary structure, or ""ridges"", where the high-column density tails of the PDFs are flatter, we find a sharp transition from preferentially parallel or having no preferred relative orientation at low column densities to preferentially perpendicular at highest column densities. In the sub-regions of Vela C dominated by several filamentary structures with multiple orientations, or ""nests"", where the maximum values of the column density are smaller than in the ridge-like sub-regions and the high-column density tails of the PDFs are steeper, such a transition is also present, but it is clearly less sharp than in the ridge-like sub-regions. Both of these results suggest that the magnetic field is dynamically important for the formation of density structures in this region. © ESO, 2017.","Astroparticle physics; Dust, extinction; ISM: clouds; ISM: magnetic fields; Submillimeter: ISM","Density of gases; Distribution functions; Dust; Molecular orientation; Probability distributions; Astroparticle physics; Dust , extinction; ISM : clouds; ISM: magnetic fields; Submillimeter: isms; Magnetic field effects"
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019151212&doi=10.1016%2fj.rse.2017.04.030&partnerID=40&md5=2d8bbeee02486bbb9c7e07efe9105018,"The poor constraint of forest Above Ground Biomass (AGB) is responsible, in part, for large uncertainties in modelling future climate scenarios. Terrestrial Laser Scanning (TLS) can be used to derive unbiased and non-destructive estimates of tree structure and volume and can, therefore, be used to address key uncertainties in forest AGB estimates. Here we review our experience of TLS sampling strategies from 27 campaigns conducted over the past 5 years, across tropical and temperate forest plots, where data was captured with a RIEGL VZ-400 laser scanner. The focus is on strategies to derive Geometrical Modelling metrics (e.g. tree volume) over forest plots (≥1 ha) which require the accurate co-registration of 10s to 100s of individual point clouds. We recommend a 10 m  × 10 m sampling grid as an approach to produce a point cloud with a uniform point distribution, that can resolve higher order branches (down to a few cm in diameter) towards the top of 30+ m canopies and can be captured in a timely fashion i.e. ∼3–6 days per ha. A data acquisition protocol, such as presented here, would facilitate data interoperability and inter-comparison of metrics between instruments/groups, from plot to plot and over time. © 2017 The Authors",Above Ground Biomass; Data acquisition protocol; Forests; Terrestrial Laser Scanning; Tree structure,Data acquisition; Laser applications; Scanning; Steel beams and girders; Surface analysis; Surveying instruments; Uncertainty analysis; Above ground biomass; Data acquisition protocol; Forests; Terrestrial laser scanning; Tree structures; Forestry; aboveground biomass; data acquisition; forest ecosystem; laser method; scanner; stand structure; temperate forest
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019136393&doi=10.1002%2fwcc.464&partnerID=40&md5=ca33112ea79abe6c706ca2ef0fb774ef,"In the mid-2000s, several highly-cited papers called for improving conceptual coherence and methodological transparency in vulnerability research to support greater policy relevance. As reducing vulnerability rises on political agendas, identifying empirically validated measures will become increasingly important in the design and evaluation of multi-site and multi-scale programmatic interventions. Using a systematic review methodology, we analyze the current range of conceptual frameworks, operationalizations and research methodologies as used in empirical studies of local-level vulnerability in agricultural settings. Detailed analysis of theories and methods provides a platform for moving toward reporting that supports valid comparisons between disparate studies. This in turn, enables the design and implementation of empirically-informed programmatic interventions. The results show that earlier concerns remain relevant. Even the best reported cases do not support aggregated analysis because conceptual ambiguity and methodological heterogeneity renders each study effectively unique. While conceptualization is broadly consolidating around the IPCC framework, declaration of that framework does not predict consistent operationalization. Furthermore, emerging alternative frameworks, especially Vulnerability as Expected Poverty, reveal important limitations of the IPCC framework. Findings also highlight that reporting practices in vulnerability research perpetuate problematic ambiguity. When designing and reporting research, we recommend addressing six key questions that can help specify the objectives of the study: (1) Is this system vulnerable? (2) To what is this system vulnerable? (3) How vulnerable is this system? (4)What is causing this system to be vulnerable? (5) How is vulnerability distributed within the system? (6) What is causing the observed distribution of vulnerability within the system? WIREs Clim Change 2017, 8:e464. doi: 10.1002/wcc.464. For further resources related to this article, please visit the WIREs website. © 2017 Wiley Periodicals, Inc.",,Agriculture; Developing countries; Agricultural setting; Alternative framework; Conceptual frameworks; Design and evaluations; Design and implementations; Highly-cited papers; Research methodologies; Systematic Review; Climate change; agricultural application; climate change; conceptual framework; developing world; nature-society relations; poverty; social behavior; vulnerability
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017371271&doi=10.1002%2fwcc.461&partnerID=40&md5=f53f6356f0aa21a109e85e6d6522cff4,"We reviewed studies addressing the extent to which more integrated agricultural systems (IAS) have been found to be more resilient to climate variability and climate change than more specialized agricultural systems. We found limited literature directly addressing the topic, necessitating the use of proxy measures to enlarge the sample. Where necessary, we used agricultural system richness and diversity as proxies for the presence of the sort of synergistic relationships that typify IAS, interannual climate variability for climate change, and myriad agricultural indicators for resilience. We found that (1) 37 papers addressed the topic either through mathematical modeling or statistical modeling; (2) in the statistical papers, integration was overwhelmingly (n = 17/24) associated with increased climate resilience; (3) these findings stemmed mainly from comparisons of more versus less diverse or rich farming systems, while few studies investigated the influence of farm system synergies on resilience; (4) yield, revenue, profit, and yield variance were all used to demonstrate resilience; (5) modeling studies tended to investigate resilience across multiple years, while most statistical approaches tracked single-year outcomes; (6) the IAS-climate resilience links demonstrated were not generalizable across units of analysis, spatiotemporal scale, and from autonomous to directed integration; and (7) few of the articles reviewed identified and measured the mechanism by which IAS were shown to have conferred resilience. Our findings reveal suggestive, although by no means conclusive, evidence that farm system integration can enhance resilience and highlight the need for research to test whether integration policies can have similar outcomes. WIREs Clim Change 2017, 8:e461. doi: 10.1002/wcc.461. For further resources related to this article, please visit the WIREs website. © 2017 Wiley Periodicals, Inc.",,Agriculture; Climatology; Agricultural system; Climate variability and climate change; Farming system; Interannual climate variability; Spatio-temporal scale; Statistical approach; Statistical modeling; System integration; Climate change; annual variation; climate change; climate variation; ecosystem resilience; farming system; numerical model; statistical analysis
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028471890&doi=10.1088%2f1741-4326%2faa6084&partnerID=40&md5=e4a0798fd0ea2888d07e22026a0f0637,"Integrating the plasma core performance with an edge and scrape-off layer (SOL) that leads to tolerable heat and particle loads on the wall is a major challenge. The new European medium size tokamak task force (EU-MST) coordinates research on ASDEX Upgrade (AUG), MAST and TCV. This multi-machine approach within EU-MST, covering a wide parameter range, is instrumental to progress in the field, as ITER and DEMO core/pedestal and SOL parameters are not achievable simultaneously in present day devices. A two prong approach is adopted. On the one hand, scenarios with tolerable transient heat and particle loads, including active edge localised mode (ELM) control are developed. On the other hand, divertor solutions including advanced magnetic configurations are studied. Considerable progress has been made on both approaches, in particular in the fields of: ELM control with resonant magnetic perturbations (RMP), small ELM regimes, detachment onset and control, as well as filamentary scrape-off-layer transport. For example full ELM suppression has now been achieved on AUG at low collisionality with n = 2 RMP maintaining good confinement . Advances have been made with respect to detachment onset and control. Studies in advanced divertor configurations (Snowflake, Super-X and X-point target divertor) shed new light on SOL physics. Cross field filamentary transport has been characterised in a wide parameter regime on AUG, MAST and TCV progressing the theoretical and experimental understanding crucial for predicting first wall loads in ITER and DEMO. Conditions in the SOL also play a crucial role for ELM stability and access to small ELM regimes. © 2017 Culham Centre for Fusion Energy.",alternative divertor concepts; ASDEX upgrade; divertor; edge localised modes; heat loads; MAST; TCV,Fusion reactor divertors; Plasma turbulence; Sols; Thermal load; alternative divertor concepts; ASDEX upgrade; divertor; Localised; MAST; Magnetoplasma
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020851463&doi=10.1088%2f1741-4326%2faa5e28&partnerID=40&md5=dfe762035ec9c48ef3a693aed1803c54,"The 2014-2016 JET results are reviewed in the light of their significance for optimising the ITER research plan for the active and non-active operation. More than 60 h of plasma operation with ITER first wall materials successfully took place since its installation in 2011. New multi-machine scaling of the type I-ELM divertor energy flux density to ITER is supported by first principle modelling. ITER relevant disruption experiments and first principle modelling are reported with a set of three disruption mitigation valves mimicking the ITER setup. Insights of the L-H power threshold in Deuterium and Hydrogen are given, stressing the importance of the magnetic configurations and the recent measurements of fine-scale structures in the edge radial electric. Dimensionless scans of the core and pedestal confinement provide new information to elucidate the importance of the first wall material on the fusion performance. H-mode plasmas at ITER triangularity (H = 1 at β N ∼ 1.8 and n/n GW ∼ 0.6) have been sustained at 2 MA during 5 s. The ITER neutronics codes have been validated on high performance experiments. Prospects for the coming D-T campaign and 14 MeV neutron calibration strategy are reviewed. © 2017 Euratom.",fusion; ITER; JET; plasma,Condensed matter physics; Fusion reactions; Jets; Nuclear energy; Plasmas; Energy flux density; Fine-scale structures; First wall materials; Fusion performance; ITER; L-H power threshold; Magnetic configuration; Performance experiment; Plasma simulation
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020400745&doi=10.1186%2fs40066-017-0094-8&partnerID=40&md5=39ff989ab5d451c74bf2889d7c1fbd8a,"Background: The most limiting factors for sustainable maize production in smallholder farming systems of sub-Saharan Africa, especially the savanna agro-ecological zone, are erratic rainfall pattern and low soil fertility. Methods: Research was conducted with smallholder farmers in 2013 and 2014 in two communities in the Upper West Region of Ghana to evaluate the effects of NPK mineral fertilizer (64-38-38 kg ha-1 N-P2O5-K2O, respectively) on growth and yield of maize at Bompari, and 375 kg ha-1 of YaraLegume™ fertilizer (0-18-13 NPK + 3 CaO + 2 MgO + 4 S) on growth and yield of soybean at Doggoh, under no-tillage (using pre-plant application of glyphosate) and conventional tillage (using hand hoe). Results: Mean grain yields of both maize and soybean were higher in 2014 than 2013. In both years, no-tillage and conventional tillage had similar effect on soybean plant height, pods per plant and aboveground dry matter production. Averaging over fertilizer treatment, grain yield of no-tillage soybean was 51% higher when compared with tilled soybean in 2014 only. Mean grain yield of no-tillage maize was 68% higher than that of tilled maize in 2013 only. Regardless of tillage method, fertilizer application significantly increased maize and soybean grain yields. Application of fertilizer to soybean resulted in 59% (193 kg ha-1) and 54% (474 kg ha-1) increase in grain yields in 2013 and 2014, respectively, over no fertilizer treatment. Mean grain yield of maize was 140 and 252% higher with fertilizer treatment in 2013 and 2014, respectively. No-till system showed cost savings due to reduced labour mainly for weed control. Conclusion: The results of these studies showed that no-tillage with fertilizer, whether for maize or soybean, generally resulted in the highest grain yields. No-tillage also gave the highest economic returns. Farmers can get better returns to the money invested in herbicide for producing maize and soybean under no-till than with their traditional practice even on degraded savanna soils with low levels of plant available nutrients. © 2017 The Author(s).",Economic analysis; Ghana; Maize; Mineral fertilizer; No-till; Rainfall; Soil fertility; Soybean,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015379593&doi=10.1016%2fj.cosust.2017.02.010&partnerID=40&md5=485c1a326276d88fb8c33f01339cf834,"Accountability and adaptive management of recent global agreements such as the Sustainable Development Goals and Paris Climate Agreement, will in part rely on the ability to track progress toward the social and environmental targets they set. Current metrics and monitoring systems, however, are not yet up to the task. We argue that there is an imperative to consider principles of coherence (what to measure), standardization (how to measure) and decision-relevance (why to measure) when designing monitoring schemes if they are to be practical and useful. New approaches that have the potential to match the necessary scale of monitoring, with sufficient accuracy and at reasonable cost, are emerging; although, they represent a significant departure from the historical norm in some cases. Iterative review and adaptation of analytical approaches and available technology will certainly be needed to continuously design ways to best track our progress. © 2017 The Authors",,accountability; adaptive management; environmental planning; global change; innovation; international agreement; standardization; sustainable development; tracking
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014311526&doi=10.1016%2fj.agsy.2017.02.008&partnerID=40&md5=8306d8b5ac5fb7ab14907d6b2397bf5b,"Agricultural productivity and growth in Mali are under threat from erratic rainfall, resulting in more frequent dry years. The national economy is vulnerable to climate change due to 50% of the gross domestic product coming from the agricultural sector and 75% of the population living in rural areas. The Climate-Smart Agriculture (CSA) concept arises from a need to provide innovative solutions towards the complex and integrated goals of increasing yields, improving resilience, and promoting a low emissions agricultural sector. A major challenge for policymakers to operationalize CSA is the identification, valuation (cost-benefit), and subsequent prioritization of climate-smart options and portfolios (groups of CSA options) for investment. This paper presents the process, results, and lessons learned from a yearlong pilot of the Climate-Smart Agriculture Prioritization Framework (CSA-PF) in Mali. Key national and international stakeholders participated in the co-development and prioritization of two CSA portfolios and related action plans for the Malian Sudanese zone. Initial steps towards outcomes of the process include inclusion of prioritized CSA practices in ongoing development projects and prompting discussion of modifications of future calls for agricultural development proposals by regional donors. © 2017 The Authors",Adaptation; Agricultural development; Climate change; Decision support; Mitigation; West Africa,adaptive management; agricultural development; agricultural production; climate change; decision support system; farming system; Gross Domestic Product; innovation; investment; national economy; prioritization; rural area; stakeholder; vulnerability; Mali; Malia
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019145728&doi=10.1186%2fs40066-017-0091-y&partnerID=40&md5=195d968afec1d6945d7df6306567407b,"Background: Up to now, efforts to help local communities out of the food-insecurity trap were guided by researcher (or other actors)-led decisions on technologies to be implemented by the communities. This approach has proved inefficient because of low adoption of the so-called improved technologies. This paper describes the strategic approaches to the development of a climate-smart village (CSV) model in the groundnut basin of Senegal. A CSV model is a participatory integrated approach using climate information, improved context-based technologies/practices aiming at reachingimproved productivity (food and nutrition security), climate resilient people and ecosystem and climate mitigation. In this study, participatory vulnerability analysis, planning adaptation capacity and participatory communication for development were implemented, putting people affected by the impacts of climate change (CC) at the center of the approach. Four interdependent groups of activities/domains, namely-local and institutional knowledge, use of climate information services, development of climate-smart technology and local development plans, were covered. It was emphasized, how all this taken together could create improved livelihoods for women, men and vulnerable groups. Results: The approach made it possible to involve local people in the decision-making process for the development of their adaptation capacity to CC. It also helped to set up an overall land management process by identifying and addressing environmental (sustainable resource management, ecosystem resilience) and socioeconomic (institutional organization, empowerment, poverty alleviation and food security) challenges. A monitoring survey revealed that farmers appreciate well this participatory approach compared to previous top-down approach in that the former allow them to own the process. Also determinant drivers of adoption of the technologies were identified. Conclusion: Scaling this community development model in sites with similar climatic and socioeconomic conditions could help in contributing toward achieving food security in rural areas at wider scale because of better enthusiasm and engagement from rural farmers to pursue solution to their constraints taking into consideration constraints posed by climate and more need based and tailored advisory services. © 2017 The Author(s).",Adaptation; Climate-smart technologies; Resilience; Sustainable development,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018782205&doi=10.1073%2fpnas.1621239114&partnerID=40&md5=0d768371401a450fbeef3c6ba8fb9755,"Humans routinely use conditionally cooperative strategies when interacting in repeated social dilemmas. They are more likely to cooperate if others cooperated before, and are ready to retaliate if others defected. To capture the emergence of reciprocity, most previous models consider subjects who can only choose from a restricted set of representative strategies, or who react to the outcome of the very last round only. As players memorize more rounds, the dimension of the strategy space increases exponentially. This increasing computational complexity renders simulations for individuals with higher cognitive abilities infeasible, especially if multiplayer interactions are taken into account. Here, we take an axiomatic approach instead. We propose several properties that a robust cooperative strategy for a repeated multiplayer dilemma should have. These properties naturally lead to a unique class of cooperative strategies, which contains the classical Win-Stay Lose-Shift rule as a special case. A comprehensive numerical analysis for the prisoner's dilemma and for the public goods game suggests that strategies of this class readily evolve across various memory-n spaces. Our results reveal that successful strategies depend not only on how cooperative others were in the past but also on the respective context of cooperation.",Evolutionary game theory; Reciprocity; Repeated games,"Article; behavior; controlled study; cooperation; coordination; human; imitation; memory; priority journal; prisoner dilemma; simulation; biological model; memory; physiology; Humans; Memory; Models, Neurological"
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076492296&doi=10.1093%2fjiplp%2fjpx022&partnerID=40&md5=8a690bb10446e5e0c574b0ccc702325c,[No abstract available],,
