,files
772,summarize framework study implication automation demand labor wage employment task based framework emphasizes displacement effect automation creates machine replace labor task perform displacement effect tends reduce demand labor wage counteracted productivity effect resulting cost saving generated automation increase demand labor automated task productivity effect complemented additional capital accumulation deepening automation improvement existing machinery increase demand labor countervailing effect incomplete strong automation crease output worker wage reduce labor national income powerful countervailing force automation creation labor intensive task reinstates labor activity tends increase labor counterbalance impact automation framework highlight constraint imperfection slow adjustment economy labor market automation weaken resulting productivity gain transformation mismatch skill requirement technology possibility automation introduced excessive rate possibly expense productivity enhancing technology
773,combination availability large finegrained human behavioral advance machine learning presiding growing reliance algorithm address complex societal problem algorithmic decision making process lead objective potentially fairer decision human influenced greed prejudice fatigue hunger algorithmic decision making criticized potential enhance discrimination information power asymmetry opacity paper provide overview available technical solution enhance fairness accountability transparency algorithmic decision making highlight criticality urgency engage multi disciplinary team researcher practitioner policy maker citizen develop deploy evaluate world algorithmic decision making process designed maximize fairness transparency open algortihms opal project step
774,examine susceptible computerisation begin implementing novel methodology estimate probability computerisation detailed occupation gaussian process classifier based estimate examine expected impact future computerisation labour market outcome primary objective analysing number risk relationship occupation probability computerisation wage educational attainment according estimate percent employment risk provide evidence wage educational attainment exhibit strong negative relationship occupation probability computerisation
775,paper present comprehensive review study employ operational research artificial intelligence technique assessment bank performance discus numerous application envelopment analysis widely applied technique field discus application technique neural network support vector machine multicriteria decision recent bank failure prediction study assessment bank
776,reliable water level forecasting reservoir inflow essential reservoir operation objective paper develop apply hybrid model daily water level forecasting investigate accuracy hybrid model wavelet based artificial neural network wann wavelet based adaptive neuro fuzzy inference wanfis wavelet decomposition employed decompose input time series approximation component decomposed time series input artificial neural network adaptive neuro fuzzy inference anfis wann wanfis model respectively based statistical performance wann wanfis model produce better efficiency anfis model wanfis yield best performance model wavelet decomposition improves accuracy anfis study evaluates accuracy wann wanfis model different mother wavelet including daubechies symmlet coiflet wavelet model performance dependent input mother wavelet wavelet decomposition mother wavelet improve efficiency anfis model result obtained study indicate conjunction wavelet decomposition artificial intelligence model useful tool accurate forecasting daily water level yield better efficiency conventional forecasting model
777,electricity important asset influence economy political social security country reliable accurate planning prediction electricity demand country vital paper electricity demand ontario province canada modeled adaptive neuro fuzzy inference anfis neuro fuzzy structure defined artificial neural network trained experimental parameter fuzzy inference input model include number employment gross domestic product population dwelling count meteorological parameter related annual weather temperature collected screened statistical method based neuro fuzzy model electricity demand built electricity demand sensitive employment
778,city region twentieth century radical turn taking place information communication technology converging innovation regional economy innovative cluster agglomeration intelligent city orientation creation environment improve cognitive skill ability learn foresee innovate paper discus driving force sustaining rise intelligent city globalization innovation cluster network open innovation based collaborative environment look movement shaping local initiative world european living application developed large company like cisco paper focus planning challenge building intelligent city interactive innovation discus problem integration physical institutional digital dimension intelligent city bridge connect spatiality
779,problem statement recent commercial residential development substantially impacted flux quality water recharge aquifer discharge stream lake wetland ultimately recycled potable contaminant source varied scope composition issue urban water sustainability public health concern level economic development worldwide require cheap innovative environmental sensing capability interactive monitoring network tailored distributed water treatment technology address need roundtable organized explore potential role advance biotechnology bioengineering developing causative relationship spatial temporal change urbanization pattern groundwater surface water quality parameter address aspect socioeconomic constraint implementing sustainable exploitation water resource workshop outcome interactive framework quantitative analysis coupling human natural requires integrating information derived online offline point measurement geographic information based remote sensing imagery analysis groundwater
780,chapter present methodology maintenance optimization heterogeneous infrastructure composed multiple facility different characteristic environment material deterioration process present stage approach step optimal near optimal maintenance policy facility input level optimization second step problem formulated constrained combinatorial optimization problem best combination facility level optimal near optimal solution identified evolutionary algorithm adopted solve combinatorial optimization problem performance evaluated hypothetical pavement section near optimal solution difference optimal solution obtained numerical experiment potential proposed algorithm solve maintenance optimization problem realistic heterogeneous
781,impact industrial digital information revolution undoubtedly substantial practically aspect society life firm employment forthcoming revolution produce similar farreaching effect examining analogous invention industrial digital revolution article claim target bring extensive change affect aspect society life addition impact firm employment considerable resulting richly interconnected organization decision making based analysis exploitation intensified global competition firm capable buying good obtaining service world internet exploiting unlimited additional benefit open widespread usage invention paper concludes significant competitive advantage continue accrue utilizing internet widely willing entrepreneurial risk order turn innovative worldwide commercial success story greatest challenge facing society firm utilising benefit availing technology providing vast opportunity immense productivity improvement avoiding danger disadvantage term unemployment greater wealth inequality
782,market abuse attracted attention financial regulator world difficult fully prevent reason lack thoroughly study market abuse strategy corresponding effective market abuse approach paper strategy reported price manipulation analysed related empirical study transformation defined convert time varying financial trading time series machine learning algorithm easily applied detection price manipulation evaluation experiment conducted stock nasdaq promising improved performance effectively detecting manipulation
783,society increasingly relying driven predictive model automated decision making design nature noisiness observational model systematically disadvantage belonging certain category group instead relying solely individual merit happen computing process fair intentioned mining study predictive model free discrimination historical built biased incomplete contain past discriminatory decision discrimination aware mining emerging research discipline firm consensus measure performance algorithm goal survey review discrimination measure analytically computationally analyze performance highlight implication measure measure discipline measuring discrimination potentially suitable purpose survey primarily intended researcher mining machine learning step producing unifying view performance criterion developing algorithm discriminatory predictive modeling addition practitioner policy maker study diagnosing potential discrimination predictive model
784,background increasing discriminatory challenge facing artificial intelligence application paper examines requirement needed comply european discrimination prevent discrimination automated online advertising business paper explains circumstance automated targeting advertisement direct indirect discrimination paper concludes technical recommendation dismantle danger automated advertising option like influencing processing altering algorithmic model evaluated paper examines possibility technique like mining machine learning actively battle direct indirect discrimination european discrimination directive prohibit direct indirect discrimination field employment ground race ethnic origin sexual orientation religious belief disability legal framework
785,long cartographic tradition describing city focus characteristic resident review history type urban social analysis highlight persistent challenge paper existing geodemographic approach extended coupling kohonen self organizing algorithm mining technique geographic information approach allows construction linked social attribute geographic space novel type geodemographic classification allows hierarchical grouping exploration relationship social similarity geographic proximity allows filter complex demographic datasets capable highlighting general social pattern retaining fundamental social fingerprint city dataset describing attribute census tract york city analyzed illustrate technique pair social geographic formally compared simple pattern metric analysis york city question assumption functional spatial relationship underlie modeling statistical technique
786,present aidr artificial intelligence disaster response platform designed perform automatic classification crisis related microblog communication aidr enables human machine work apply human intelligence large scale speed objective aidr classify message post disaster user defined category information need damage purpose continuously ingests twitter process machine learning classification technique leverage human participation crowdsourcing time aidr successfully tested classify informative informative tweet posted pakistan earthquake overall achieved classification quality measured aidr available http aidr qcri
787,paper present result attempt perform modeling concentration urban area vicinity copper smelter serbia anfis methodological approach obtained model develop prediction tool calculate potential concentration prescribed limitation based input parameter predictor technogenic meteorological input parameter considered accordingly dependence concentration modeled function wind speed wind direction temperature humidity sulfur emitted process sulfidic copper concentration treatment
788,study present basic concept application artificial intelligence development intelligent transport smart city india growing urbanization government realized need developing smart city cope challenge urban living magnet investment india transport smart city accessible safe environmentally friendly faster comfortable affordable compromising future need indian city largely lack intelligent transport india problem inefficient public transport severe congestion increasing incidence road accident inadequate parking space rapidly increasing energy cost development intelligent transportation essential smart city concern environmental economic social equity artificial intelligence technology resolve issue urgent need adopt artificial intelligence development intelligent transport better understand control operation smart city main objective study present basic concept artificial intelligence application development intelligent transport smart city india study concludes artificial intelligence need adopted develop smart public transport intelligent traffic management control smart traveller information smart parking management safe mobility emergency smart city expected study pave development intelligent transport smart city india
789,license plate recognition divided following step preprocessing plate region extraction plate region thresholding character segmentation character recognition post processing step combination color shape information plate satisfactory extraction result achieved step channel selected threshold computed finally region thresholded step character segmented vertical horizontal direction tentative optimization applied step euclidean distance based template matching confusing character special processing necessary step validity checked machine manual experiment performed program based aforementioned algorithm indicates based color image processing quick accurate
790,nonlinear artificial intelligence ensemble prediction naiep model developed predicting typhoon based multiple neural network expected output evolutionary genetic algorithm model validated short range forecast typhoon south china result naiep model clearly better climatology persistence cliper model forecast typhoon identical predictor sample prediction genetic neural network ensemble prediction gnnep model compared single prediction model proven theoretically accurate computation analysis generalization capacity gnnep demonstrate prediction ensemble model integrates prediction optimized ensemble member generalization capacity ensemble prediction model enhanced model better address overfitting problem generally exists traditional neural network approach practical weather prediction
791,automatic video analysis urban surveillance camera fast emerging field based vision technique present comprehensive review state vision traffic video critical analysis outlook future research direction field increasing relevance intelligent transport decreasing hardware cost increasing deployment camera opened wide application field video analytics monitoring objective congestion traffic rule violation vehicle interaction targeted camera typically originally installed human operator detection classification vehicle highway successfully classical visual surveillance technique background estimation motion tracking time urban domain challenging respect traffic density camera angle lead degree occlusion variety road user method object categorization modeling inspired advanced technique tackle challenge commonly benchmark challenge direct comparison proposed algorithm difficult addition evaluation challenging weather condition rain darkness desirable rarely performed future work directed robust combined detector classifier road user focus realistic condition evaluation
792,loss matter captured statistic dollar value engineer chipping away staggering number long time seat belt save thousand supercomputer designer create frame body protect inside absorbing energy crash possible result number fatality mile vehicle travel decreased ultimate solution save life limb money smashing place exactly engineer united state europe japan trying applying advanced microprocessor radar speed signal processing chip algorithm program mark face automotive industry safety kick accident occurs attempting minimize injury damage prevent collision altogether collision avoidance feature road pricey adaptive cruise control option group luxury
793,harmful algal bloom considered environmental problem nowadays occur coastal water world cause acute ecological damage ensuing economic loss fish kill shellfish poisoning public health threat posed toxic bloom recently driven model including machine learning technique employed mimic dynamic algal bloom important step application technique selection significant model input variable present paper extensively technique artificial neural network genetic programming selecting significant input variable efficacy technique demonstrated test problem known dependence applied world study water quality tolo harbour hong kong technique overcome limitation currently technique input variable selection review presented interpretation weight trained evolved equation demonstrate ability identify ecologically significant variable precisely significant variable suggested technique indicate chlorophyll chla significant input predicting algal bloom suggesting auto regressive nature persistence algal bloom dynamic related long flushing time semi enclosed coastal water study confirms previous understanding algal bloom coastal water hong kong occur life cycle order week
794,forest importantly influence environment life ability accurately predicting area involved forest event help optimizing management effort given complexity task powerful computational tool needed predicting area burned forest purpose study develop intelligent based genetic programming prediction burned area related forest analysis meteorological geometric semantic genetic programming based recently defined geometric semantic genetic operator genetic programming experimental result achieved database forest event showed appropriateness proposed prediction burned area particular result obtained geometric semantic genetic programming significantly better produced standard genetic programming state machine learning method training sample study suggests deeper investigation genetic programming field forest prediction productive giere investigaciones profundas programacion genetica campo prediccion incendios forestales pueden productivas
795,pedestrian vulnerable traffic participant motion prediction utmost importance intelligent transportation predicting motion pedestrian especially hard structured environment inertia compared road vehicle account uncertainty present approach probabilistic prediction pedestrian motion markov chain contrast previous work consider motion model constraint semantic goal explicitly adapt prediction based crash probability traffic participant approach work situation typically challenging pure machine learning technique learn behavior particular road section consequently struggle different road section usefulness combining aforementioned aspect single approach demonstrated evaluation recording pedestrian
796,recent advance field artificial intelligence increasing number decision making task delegated software requirement success adoption user trust choice fully automated decision achieve explanation facility widely investigated mean establishing trust early expert today increasingly sophisticated machine learning algorithm challenge context explanation accountability trust constantly arise work systematically review literature explanation advice giving family includes recommender successful class advicegiving software practice investigate purpose explanation generated presented user evaluated result derive novel comprehensive taxonomy aspect considered designing explanation facility current future decision support taxonomy includes variety different facet explanation objective responsiveness content presentation identified challenge remain unaddressed example related fine grained issue associated presentation explanation explanation facility evaluated
797,rapid progress machine learning artificial intelligence brought increasing attention potential impact technology society paper discus potential impact problem accident machine learning defined unintended harmful behavior emerge poor design world present list practical research problem related accident risk categorized according problem originates having wrong objective function avoiding effect avoiding reward hacking objective function expensive evaluate frequently scalable supervision undesirable behavior learning process safe exploration distributional shift review previous work area suggesting research direction focus relevance cutting edge finally consider level question think productively safety forward looking application
798,current globalization faced challenge meet continuously growing worldwide demand capital consumer good simultaneously ensuring sustainable evolvement human existence social environmental economic dimension order cope challenge industrial value creation geared sustainability currently industrial value creation early industrialized country shaped development fourth stage called industry development provides immense opportunity realization sustainable manufacturing paper present state review industry based recent development research practice subsequently overview different opportunity sustainable manufacturing industry presented retrofitting manufacturing equipment specific opportunity sustainable manufacturing industry exemplarily outlined
799,climate impact study hydrology rely climate change information fine spatial resolution general circulation model gcms advanced tool estimating future climate change scenario operate coarse scale output downscaled obtain information relevant hydrologic study paper support vector machine approach proposed statistical downscaling precipitation monthly time scale effectiveness approach illustrated application meteorological division msds india climate variable affecting spatio temporal variation precipitation india identified following pertaining identified climate variable predictor classified cluster analysis group representing season based downscaling model developed season significant rainfall principal component extracted predictor input contemporaneous precipitation observed output proposed shown superior conventional downscaling multi layer propagation artificial neural network subsequently based applied future climate prediction second generation coupled global climate model cgcm obtain future projection precipitation msds result analyzed impact climate change precipitation india shown svms provide promising alternative conventional artificial neural network statistical downscaling suitable conducting climate impact study
800,fully automated identification possible spill present synthetic aperture radar satellite image based artificial intelligence fuzzy logic developed spill recognized expert dark pattern characteristic shape particular context analyzes satellite image assigns probability dark image shape spill output consists image table providing user relevant information decision making study area aegean greece responded satisfactorily image processed complete algorithmic procedure coded visual stand dynamic link library linked sort application variant window operating
801,understanding specific relationship ecological socioeconomic condition marine tenure contribute successful functioning self governance institution common pool resource complex factor influencing fishing activity coastal community implementation customary marine tenure water represented bayesian belief network model developed bayesian belief network model includes link factor fishing community island indonesia based indepth local survey result showed cumulative impact multiple factor social economic environmental outcome larger impact single source implies management policy intervention effective addressing multiple factor simultaneously local community perception fish stock abundance trend single important factor influencing social economic environmental outcome community based management frequency outsider sighted territorial water strongly negatively linked weak strong implementation customary tenure sasi occurrence intervillage intravillage conflict ecological variable drive conflict illustrates close connection ecological social outcome importance considering social ecological
802,wallis alofi futuna island central pacific ocean characterized different reef geomorphology following request local environment service developed indicative conservation plan island objective representing extent coral reef habitat area keeping subsistence fishing ground open extraction objective ambitious current convention biological diversity aichi target objective achieved simultaneously large compromise needed size island dependence local community coral reef resource fishery objective significantly limited extent habitat available conservation problem exacerbated conservation plan larger conservation unit complex habitat typology result indicate international conservation guideline carefully adapted pacific island incentive feasible necessary reduction available fishing ground probably needed
803,competition marine space recognized challenge implementation activity emerging blue growth initiative amplify competition marine spatial planning framework requires decision maker analyse spatially explicit environmental socio economic determine user conflict emerge consider potential management scenario present research spatially explicit bayesian belief network applied purpose developed analyse potential reallocation artisanal fishing effort alternative site introduction area offshore aquaculture site basque continental shelf constructed model combined discrete operational fishery continuous environmental expert judgment produce fishing activity suitability different metier longlines trap effort reallocation scenario metier best alternative fishing location identified based environmental suitability past revenue past fishing presence closure lesser effect longline activity displacing local fishing effort respectively comparatively local effort trap took place closed ground alternative site identified greatest number alternative fishing ground surrounding aquaculture site present research demonstrates bbns support spatially explicit scenario building user user conflict analysis sustainable successful ecosystem based marine spatial planning
804,artificial intelligence technique neural network fuzzy applied alternative method determine beach litter grading based litter survey antalya coastline turkish riviera litter measurement categorized assessed artificial intelligence technique lead litter categorization constructed neural network satisfactorily predicted grading antalya beach litter category based number litter item general litter category concluded neural network speed prediction litter item beach grading characteristic main litter category field study save field effort fast reliable estimation litter category required management research study beach especially concerned health safety economic implication main advantage fuzzy consider linguistic adjectival definition result additional information inherent linguistic comment refinement judgment field study incorporated grading
805,predicting oceanic process encountered problematic dynamic coastal water diverse physical chemical biological factor interact varied rapidly changing combination defining process requires efficient sampling specific water mass prompt sample return subsequent analysis compound challenge motivated effort develop mobile autonomous process sampling autonomous underwater vehicle auvs feature recognized artificial intelligence integrates sensor estimate probabilistic state adaptive control survey navigation triggering targeted water sampler demonstrate utility focused intermediate nepheloid layer inls episodic transport event play role zooplankton ecology multiple field test monterey california recognized mapped sampled inls invertebrate larva contained water sample subsequently characterized molecular probe developed throughput screening preliminary result support hypothesis inls function vehicle episodic larval transport applying greater coastal ocean observing permitted description regional oceanographic dynamic influenced pattern scale larval transport
806,canada pacific coast region renewed commitment pursue marine spatial planning british columbia marine conservation analysis bcmca project aimed stage designed provide resource manager scientist decision maker stakeholder resource inform coast wide integrated marine planning management initiative geographic information decision support tool marxan develop main product atlas known marine ecological value human analysis area conservation value human value biophysical datasets human datasets collated refined applicable identified ecological expert workshop expert review physical marine classification representation guidance human working group ecological richness marxan result importance nearshore continental shelf region richness category human shipping transport closely linked shoreline continental shelf example ecological marxan solution identifying area conservation value overlapped human sector footprint percentage ranging planning unit selected marxan contain commercial fishery experience bcmca project potential provide valuable guidance region seeking jump start planning process collating spatial information carrying exploratory analysis
807,conservation planning research influenced conservation action globally decade successful implementation systematic conservation plan region customary marine tenure exists minimal region local community knowledge understanding socioeconomic reality offer best spatially explicit information analysis required socioeconomic available scale relevant conservation planning process undertaken kadavu yaubula management support team team researcher university south pacific local community systematic conservation planning tool effectively applied useful customary governance context study fiji participatory approach meeting local scale conservation fishery need spatial conservation planning tool marxan zone reconfigure collection locally designed marine protected area province kadavu order achieve broader objective local scale value tool process identifying conceptualising management issue working community collate participatory technique engaging community management decision making output tool secondary value outcome invaluable developing marine protected area network design approach combine traditional knowledge ecological feature manner appropriate melanesian context
808,environmental economic impact exotic fungal specie natural plantation forest historically catastrophic recorded surveillance control action challenging costly time consuming hazardous remote area prolonged period testing observation site based test limitation verify rapid proliferation exotic pathogen deterioration rate host recent remote sensing approach offered fast broad scale affordable survey additional indicator complement ground test paper proposes framework consolidates site based insight remote sensing capability detect segment deterioration fungal pathogen natural plantation forest approach illustrated experimentation myrtle rust austropuccinia psidii paperbark tree melaleuca quinquenervia south wale australia method integrates unmanned aerial vehicle uavs hyperspectral image sensor processing algorithm machine learning imagery acquired headwall nano hyperspec camera orthorectified headwall spectralview processed python programming language extreme gradient boosting xgboost geospatial abstraction library gdal scikit learn library sample extracted labelled class class deterioration status class background object insight reveal individual detection rate healthy tree deteriorated tree global multiclass detection rate methodology versatile applied additional datasets taken different image sensor processing large datasets freeware tool
809,conservation planning integral strategic effective operation conservation organization drawing biological science conservation planning historically limited social offer approach integrating social conservation planning capture place context spatial pattern trend human need capacity hierarchical approach provides nested framework characterizing mapping social domain economic health political empowerment education culture domain multiple attribute attribute characterized indicator existing novel display spatial temporal heterogeneity social conservation scientist planner decision maker measure benchmark integrate conservation planning process selecting indicator integrating conservation planning iterative participatory process tailored local context planning goal social complement biophysical threat oriented social conservation planning process inform decision conserve biodiversity provide structure exploring socioecological relationship foster adaptive management building existing conservation planning method insight multiple discipline approach putting readily merge current planning practice facilitate rigorous decision making
810,ecoacoustic monitoring proved viable approach capture ecological related animal community expert manually annotate audio sample analysis large datasets significantly facilitated automatic pattern recognition method unsupervised learning method require labelled particularly suited analyse poorly documented habitat tropical environment propose method named multiresolution analysis acoustic diversity maad automate detection relevant structure audio maad designed decompose acoustic community elementary component soundtypes based time frequency attribute short time fourier transform detect region time frequency domain characterised estimating median frequency running wavelet analysis multiple scale angle finally grouped model based subspace clustering technique automatically annotated clustered soundtypes test performance automatic method applied maad distinct tropical environment french guiana lowland rainforest rock savanna compared manual automatic annotation adjusted rand similarity manual automated partition consistent indicating cluster intelligible analysis weight feature estimated clustering process revealed important information structure acoustic community particular median frequency strongest effect modelling cluster classification performance suggesting role community organisation number cluster maad regarded estimation soundtype richness given environment maad comprehensive promising method automatically analyse passive acoustic recording combining maad manual analysis maximally exploit strength human reasoning algorithm composition acoustic community estimated accurately quickly large scale
811,extensive research ecosystem service mapped survey based biophysical approach comparative mapping public value quantified model lacking paper mapped cold spot perceived modeled ecosystem service synthesizing result social value mapping study resident living near pike isabel national forest located southern rocky mountain corresponding biophysically modeled ecosystem service social value developed social value ecosystem service tool providing statistically modeled continuous value surface value type including aesthetic biodiversity life sustaining value biophysically modeled carbon sequestration storage scenic viewsheds sediment regulation water yield generated artificial intelligence ecosystem service tool hotspot perceived modeled service located wilderness area additionally regression analysis evaluate spatial relationship perceived biodiversity cultural ecosystem service corresponding biophysical model output goal determine publicly valued location aesthetic biodiversity life sustaining value relate meaningfully result corresponding biophysical ecosystem service model weak relationship perceived biophysically modeled service indicating public perception ecosystem service provisioning region limited believe biophysical social approach ecosystem service mapping serve methodological complement advance ecosystem service based resource management benefitting resource manager showing potential location synergy conflict area supplying ecosystem service valued public
812,effective sustainable forest management broad area need consistent country wide forest inventory stand level inventory appropriate unit local regional forest management south korea currently produce forest type contains categorical parameter stand crucial forest attribute understanding forest ecosystem currently missing included future forest type estimation forest stand challenging south korea stand exist irregular patch highly rugged terrain study proposed stand estimation model suitable rugged terrain highly mixed tree specie arithmetic mean target variable plot level estimation model developed descriptive statistic airborne light detection ranging lidar machine learning approach support vector regression modified regression tree random forest scheme central plot based scheme stand based scheme expanding plot level stand level investigated result showed varied performance metric coefficient determination root mean square error mean bias model forest estimation plot level statistically significant difference mean plot model term estimated bias value stand level validation based tree measurement selected stand produced varied result scheme machine learning implies additional reference thorough stand level validation identify statistically robust approach future nonetheless research finding study guide estimating stand forest rugged terrain complex composition tree specie
813,tropical forest condition important implication biodiversity climate change human need structural feature forest serve useful indicator forest condition potential assessed remotely sensed imagery provide quantitative information forest ecosystem temporal spatial resolution investigate utility remote sensing assessing predicting mapping important forest structural feature stem density basal area tropical littoral forest southeastern madagascar analysed relationship basal area stem density measurement normalised difference vegetation ndvi radiance measurement band landsat enhanced thematic mapper plus strong relationship identified individual band field based measurement basal area weak insignificant relationship spectral response stem density measurement ndvi significantly correlated basal area strongly significantly correlated stem density subset represented extreme value artificial neural network predict basal area radiance value band produce predictive basal area entire forest landscape anns produced strong significant relationship predicted actual measure basal area jackknife method larger predicted basal area produced assessed relation existing forest condition derived field assessment predictive basal area provided finer stand structural heterogeneity captured known climatic influence forest structure displayed trend basal area associated degree human accessibility finding demonstrate utility anns integrating satellite landsat spectral band limited field survey pattern basal area landscape scale
814,marxan widely conservation planning software world designed solving complex conservation planning problem landscape seascape paper substantial extension marxan called marxan zone decision support tool provides landuse zoning option geographical region biodiversity conservation function designed enhance original marxan software expand utility decision support tool major element decision problem allowing parcel land allocated specific zone reserved unreserved zone option action objective constraint flexibility define contribution zone achieve target specified feature specie habitat objective minimize cost implementing zoning plan ensuring variety conservation land objective achieved outline capability limitation additional requirement software perform comparison original version marxan feature number study demonstrate functionality software highlight flexibility address range complex spatial planning problem study demonstrate design multiple marine park western australia california zoning forest east kalimantan
815,despite extensive research demonstrating benefit applying cost effective conservation technique optimization large remains evidence research action profession design implement conservation program study examines international survey conservation professional familiar cost effective conservation technique primary result study replicate previous result smaller sample agricultural preservation professional vast majority survey respondent viewed cost effectiveness virtue ultimately consider important program design criterion result reinforce idea advocate cost effective conservation need address concern fairness transparency remedy knowledge expertise professional involved finally lack incentive conservation professional change practice challenge public pressure encouragement experimentation evidence based policy improve cost effectiveness conservation
816,surveying threatened invasive specie obtain accurate population estimate important challenging task requires considerable investment time resource estimate existing ground based monitoring technique camera trap survey performed foot known resource intensive potentially inaccurate imprecise difficult validate recent development unmanned aerial vehicle artificial intelligence miniaturized thermal imaging represent opportunity wildlife expert inexpensively survey relatively large area presented paper includes thermal image acquisition video processing pipeline perform object detection classification tracking wildlife forest open area tested thermal video ground based test flight footage able detect target wildlife located surveyed area flexible user readily define type object classify object characteristic considered classification
817,number distribution free ranging giant panda essential formulation effective conservation strategy ideal method identify individual specie traditional bite size method bamboo fragment feces lack accuracy modern based estimation expensive demand fresh sample lack identifiable individual feature panda pelage apparent sexual dimorphism impede reliable estimation camera trap image propose innovative invasive technique identify specie footprint identification technique based pairwise comparison trail unbroken series footprint discriminant analysis ward clustering method collected footprint captive animal train algorithm animal model validation accuracy individual identification individual footprint fewer footprint trail accuracy discrimination single footprint trail cost effective method provides promising future monitoring wild panda population understanding dynamic especially useful monitoring reintroduced animal detachment collar collection protocol straightforward accessible citizen scientist conservation professional alike
818,increasing number surveillance camera indoor outdoor location grown demand intelligent detects abnormal event human action recognition highly reached topic vision abnormal behavior detection lately attracting research attention proposed order ensure human safety paper interested study main step composing video surveillance behavior representation behavior modeling technique related feature extraction description behavior representation reviewed classification method framework behavior modeling provided available datasets metric performance evaluation presented finally example existing video surveillance world described
819,visual surveillance dynamic scene especially human vehicle currently active research topic vision wide spectrum promising application including access control special area human identification distance crowd flux statistic congestion analysis detection anomalous behavior interactive surveillance multiple camera general processing framework visual surveillance dynamic scene includes following stage modeling environment detection motion classification moving object tracking understanding description behavior human identification fusion multiple camera review recent development general strategy stage finally analyze possible research direction occlusion handling combination twoand dimensional tracking combination motion analysis biometrics anomaly detection behavior prediction content based retrieval surveillance video behavior understanding natural language description fusion information multiple sensor remote surveillance
820,game improve social awareness letting experience difficult social situation learn experience assert moving strict realism social simulation offer technique role play offer possibility feedback reflection discus design game interpersonal skill training domain enforcement game feature intelligent virtual agent trainee interact different scenario improve social awareness interacting virtual agent trainee experience behaviour influence course intervention outcome discus intend improve learning experience game including meta technique role play close describing current future implementation game
